,Unnamed: 0,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
6238,9462,5-14 years,Portugal,134000000000.0,545281.0,1073.8,female,0.37,2.0,2806.0,2002.0
6239,9463,5-14 years,Portugal,134000000000.0,576040.0,1073.8,male,0.35,2.0,2806.0,2002.0
6240,9464,75+ years,Portugal,165000000000.0,284603.0,1327.4,male,69.22,197.0,2806.0,2003.0
6241,9465,55-74 years,Portugal,165000000000.0,980972.0,1327.4,male,29.26,287.0,2806.0,2003.0
6242,9466,35-54 years,Portugal,165000000000.0,1412952.0,1327.4,male,18.61,263.0,2806.0,2003.0
6243,9467,25-34 years,Portugal,165000000000.0,805301.0,1327.4,male,12.79,103.0,2806.0,2003.0
6244,9468,75+ years,Portugal,165000000000.0,468138.0,1327.4,female,12.39,58.0,2806.0,2003.0
6245,9469,55-74 years,Portugal,165000000000.0,1165788.0,1327.4,female,8.66,101.0,2806.0,2003.0
6246,9470,15-24 years,Portugal,165000000000.0,693733.0,1327.4,male,5.62,39.0,2806.0,2003.0
6247,9471,35-54 years,Portugal,165000000000.0,1483262.0,1327.4,female,4.45,66.0,2806.0,2003.0
6248,9472,25-34 years,Portugal,165000000000.0,809290.0,1327.4,female,3.83,31.0,2806.0,2003.0
6249,9473,15-24 years,Portugal,165000000000.0,672993.0,1327.4,female,1.63,11.0,2806.0,2003.0
6250,9474,5-14 years,Portugal,165000000000.0,544037.0,1327.4,female,0.0,0.0,2806.0,2003.0
6251,9475,5-14 years,Portugal,165000000000.0,573940.0,1327.4,male,0.0,0.0,2806.0,2003.0
6252,9476,75+ years,Portugal,240000000000.0,321263.0,1794.4,male,62.88,202.0,2806.0,2007.0
6253,9477,55-74 years,Portugal,240000000000.0,1027686.0,1794.4,male,23.84,245.0,2806.0,2007.0
6254,9478,35-54 years,Portugal,240000000000.0,1460075.0,1794.4,male,14.18,207.0,2806.0,2007.0
6255,9479,75+ years,Portugal,240000000000.0,525914.0,1794.4,female,11.79,62.0,2806.0,2007.0
6256,9480,25-34 years,Portugal,240000000000.0,786823.0,1794.4,male,9.02,71.0,2806.0,2007.0
6257,9481,55-74 years,Portugal,240000000000.0,1211662.0,1794.4,female,8.34,101.0,2806.0,2007.0
6258,9482,35-54 years,Portugal,240000000000.0,1535559.0,1794.4,female,4.88,75.0,2806.0,2007.0
6259,9483,15-24 years,Portugal,240000000000.0,623691.0,1794.4,male,4.17,26.0,2806.0,2007.0
6260,9484,25-34 years,Portugal,240000000000.0,799081.0,1794.4,female,2.25,18.0,2806.0,2007.0
6261,9485,15-24 years,Portugal,240000000000.0,600807.0,1794.4,female,1.83,11.0,2806.0,2007.0
6262,9486,5-14 years,Portugal,240000000000.0,541722.0,1794.4,female,0.37,2.0,2806.0,2007.0
6263,9487,5-14 years,Portugal,240000000000.0,571430.0,1794.4,male,0.0,0.0,2806.0,2007.0
6264,9488,75+ years,Portugal,262000000000.0,331536.0,1972.9,male,59.72,198.0,2806.0,2008.0
6265,9489,55-74 years,Portugal,262000000000.0,1038777.0,1972.9,male,24.64,256.0,2806.0,2008.0
6266,9490,35-54 years,Portugal,262000000000.0,1474833.0,1972.9,male,16.0,236.0,2806.0,2008.0
6267,9491,75+ years,Portugal,262000000000.0,542185.0,1972.9,female,10.7,58.0,2806.0,2008.0
6268,9492,25-34 years,Portugal,262000000000.0,772208.0,1972.9,male,9.71,75.0,2806.0,2008.0
6269,9493,55-74 years,Portugal,262000000000.0,1222971.0,1972.9,female,8.01,98.0,2806.0,2008.0
6270,9494,15-24 years,Portugal,262000000000.0,610336.0,1972.9,male,4.42,27.0,2806.0,2008.0
6271,9495,35-54 years,Portugal,262000000000.0,1552092.0,1972.9,female,4.12,64.0,2806.0,2008.0
6272,9496,25-34 years,Portugal,262000000000.0,786674.0,1972.9,female,2.16,17.0,2806.0,2008.0
6273,9497,15-24 years,Portugal,262000000000.0,589161.0,1972.9,female,1.19,7.0,2806.0,2008.0
6274,9498,5-14 years,Portugal,262000000000.0,569683.0,1972.9,male,0.35,2.0,2806.0,2008.0
6275,9499,5-14 years,Portugal,262000000000.0,540184.0,1972.9,female,0.0,0.0,2806.0,2008.0
6276,9584,75+ years,Romania,38995454545.0,377600.0,80.8,male,25.69,97.0,2115.0,1990.0
6277,9585,55-74 years,Romania,38995454545.0,1854500.0,80.8,male,22.27,413.0,2115.0,1990.0
6278,9586,35-54 years,Romania,38995454545.0,2875600.0,80.8,male,21.11,607.0,2115.0,1990.0
6279,9587,25-34 years,Romania,38995454545.0,1581200.0,80.8,male,13.28,210.0,2115.0,1990.0
6280,9588,75+ years,Romania,38995454545.0,566300.0,80.8,female,11.3,64.0,2115.0,1990.0
6281,9589,15-24 years,Romania,38995454545.0,1966300.0,80.8,male,9.0,177.0,2115.0,1990.0
6282,9590,55-74 years,Romania,38995454545.0,2188100.0,80.8,female,8.96,196.0,2115.0,1990.0
6283,9591,35-54 years,Romania,38995454545.0,2919600.0,80.8,female,5.72,167.0,2115.0,1990.0
6284,9592,25-34 years,Romania,38995454545.0,1521500.0,80.8,female,3.75,57.0,2115.0,1990.0
6285,9593,15-24 years,Romania,38995454545.0,1887200.0,80.8,female,3.66,69.0,2115.0,1990.0
6286,9594,5-14 years,Romania,38995454545.0,1873200.0,80.8,male,1.01,19.0,2115.0,1990.0
6287,9595,5-14 years,Romania,38995454545.0,1790800.0,80.8,female,0.17,3.0,2115.0,1990.0
6288,9596,75+ years,Romania,28998684211.0,366900.0,80.8,male,29.98,110.0,2115.0,1991.0
6289,9597,55-74 years,Romania,28998684211.0,1899700.0,80.8,male,25.64,487.0,2115.0,1991.0
6290,9598,35-54 years,Romania,28998684211.0,2894400.0,80.8,male,22.28,645.0,2115.0,1991.0
6291,9599,25-34 years,Romania,28998684211.0,1523400.0,80.8,male,15.03,229.0,2115.0,1991.0
6292,9600,75+ years,Romania,28998684211.0,559700.0,80.8,female,11.61,65.0,2115.0,1991.0
6293,9601,55-74 years,Romania,28998684211.0,2236300.0,80.8,female,8.18,183.0,2115.0,1991.0
6294,9602,15-24 years,Romania,28998684211.0,2028200.0,80.8,male,7.49,152.0,2115.0,1991.0
6295,9603,35-54 years,Romania,28998684211.0,2938000.0,80.8,female,5.48,161.0,2115.0,1991.0
6296,9604,25-34 years,Romania,28998684211.0,1462900.0,80.8,female,4.1,60.0,2115.0,1991.0
6297,9605,15-24 years,Romania,28998684211.0,1946600.0,80.8,female,2.67,52.0,2115.0,1991.0
6298,9606,5-14 years,Romania,28998684211.0,1841200.0,80.8,male,0.81,15.0,2115.0,1991.0
6299,9607,5-14 years,Romania,28998684211.0,1760700.0,80.8,female,0.11,2.0,2115.0,1991.0
6300,9608,75+ years,Romania,25121666667.0,348100.0,43.1,male,37.35,130.0,2115.0,1992.0
6301,9609,55-74 years,Romania,25121666667.0,1942300.0,43.1,male,31.41,610.0,2115.0,1992.0
6302,9610,35-54 years,Romania,25121666667.0,2861100.0,43.1,male,28.21,807.0,2115.0,1992.0
6303,9611,25-34 years,Romania,25121666667.0,1411700.0,43.1,male,19.98,282.0,2115.0,1992.0
6304,9612,75+ years,Romania,25121666667.0,553400.0,43.1,female,12.47,69.0,2115.0,1992.0
6305,9613,15-24 years,Romania,25121666667.0,2033700.0,43.1,male,11.56,235.0,2115.0,1992.0
6306,9614,55-74 years,Romania,25121666667.0,2295000.0,43.1,female,8.24,189.0,2115.0,1992.0
6307,9615,35-54 years,Romania,25121666667.0,2906600.0,43.1,female,6.47,188.0,2115.0,1992.0
6308,9616,25-34 years,Romania,25121666667.0,1374900.0,43.1,female,4.22,58.0,2115.0,1992.0
6309,9617,15-24 years,Romania,25121666667.0,1959800.0,43.1,female,3.32,65.0,2115.0,1992.0
6310,9618,5-14 years,Romania,25121666667.0,1806200.0,43.1,male,0.72,13.0,2115.0,1992.0
6311,9619,5-14 years,Romania,25121666667.0,1734300.0,43.1,female,0.23,4.0,2115.0,1992.0
6312,9620,35-54 years,Romania,26362894737.0,2869900.0,83.9,male,32.86,943.0,2115.0,1993.0
6313,9621,75+ years,Romania,26362894737.0,318400.0,83.9,male,31.72,101.0,2115.0,1993.0
6314,9622,55-74 years,Romania,26362894737.0,1993400.0,83.9,male,30.45,607.0,2115.0,1993.0
6315,9623,25-34 years,Romania,26362894737.0,1508500.0,83.9,male,21.61,326.0,2115.0,1993.0
6316,9624,75+ years,Romania,26362894737.0,516800.0,83.9,female,12.0,62.0,2115.0,1993.0
6317,9625,15-24 years,Romania,26362894737.0,1960800.0,83.9,male,10.05,197.0,2115.0,1993.0
6318,9626,55-74 years,Romania,26362894737.0,2366500.0,83.9,female,9.17,217.0,2115.0,1993.0
6319,9627,35-54 years,Romania,26362894737.0,2917900.0,83.9,female,6.65,194.0,2115.0,1993.0
6320,9628,25-34 years,Romania,26362894737.0,1468500.0,83.9,female,3.47,51.0,2115.0,1993.0
6321,9629,15-24 years,Romania,26362894737.0,1886900.0,83.9,female,3.02,57.0,2115.0,1993.0
6322,9630,5-14 years,Romania,26362894737.0,1786000.0,83.9,male,0.95,17.0,2115.0,1993.0
6323,9631,5-14 years,Romania,26362894737.0,1714000.0,83.9,female,0.12,2.0,2115.0,1993.0
6324,9632,75+ years,Romania,30074440483.0,307900.0,100.5,male,40.6,125.0,2115.0,1994.0
6325,9633,35-54 years,Romania,30074440483.0,2872400.0,100.5,male,34.57,993.0,2115.0,1994.0
6326,9634,55-74 years,Romania,30074440483.0,2025500.0,100.5,male,30.02,608.0,2115.0,1994.0
6327,9635,25-34 years,Romania,30074440483.0,1562300.0,100.5,male,21.06,329.0,2115.0,1994.0
6328,9636,15-24 years,Romania,30074440483.0,1936600.0,100.5,male,11.46,222.0,2115.0,1994.0
6329,9637,75+ years,Romania,30074440483.0,508000.0,100.5,female,10.83,55.0,2115.0,1994.0
6330,9638,55-74 years,Romania,30074440483.0,2412500.0,100.5,female,9.16,221.0,2115.0,1994.0
6331,9639,35-54 years,Romania,30074440483.0,2920000.0,100.5,female,6.51,190.0,2115.0,1994.0
6332,9640,25-34 years,Romania,30074440483.0,1518200.0,100.5,female,4.02,61.0,2115.0,1994.0
6333,9641,15-24 years,Romania,30074440483.0,1864500.0,100.5,female,3.06,57.0,2115.0,1994.0
6334,9642,5-14 years,Romania,30074440483.0,1764000.0,100.5,male,1.19,21.0,2115.0,1994.0
6335,9643,5-14 years,Romania,30074440483.0,1694100.0,100.5,female,0.3,5.0,2115.0,1994.0
6336,9644,35-54 years,Romania,37662075750.0,2865200.0,128.6,male,35.63,1021.0,2115.0,1995.0
6337,9645,75+ years,Romania,37662075750.0,313200.0,128.6,male,31.61,99.0,2115.0,1995.0
6338,9646,55-74 years,Romania,37662075750.0,2038700.0,128.6,male,28.4,579.0,2115.0,1995.0
6339,9647,25-34 years,Romania,37662075750.0,1605100.0,128.6,male,20.12,323.0,2115.0,1995.0
6340,9648,15-24 years,Romania,37662075750.0,1929800.0,128.6,male,11.56,223.0,2115.0,1995.0
6341,9649,55-74 years,Romania,37662075750.0,2432500.0,128.6,female,7.93,193.0,2115.0,1995.0
6342,9650,75+ years,Romania,37662075750.0,523500.0,128.6,female,6.69,35.0,2115.0,1995.0
6343,9651,35-54 years,Romania,37662075750.0,2913000.0,128.6,female,6.56,191.0,2115.0,1995.0
6344,9652,25-34 years,Romania,37662075750.0,1560400.0,128.6,female,4.17,65.0,2115.0,1995.0
6345,9653,15-24 years,Romania,37662075750.0,1855500.0,128.6,female,2.64,49.0,2115.0,1995.0
6346,9654,5-14 years,Romania,37662075750.0,1741700.0,128.6,male,0.63,11.0,2115.0,1995.0
6347,9655,5-14 years,Romania,37662075750.0,1672700.0,128.6,female,0.24,4.0,2115.0,1995.0
6348,9656,35-54 years,Romania,37182938696.0,2874300.0,120.7,male,36.84,1059.0,2115.0,1996.0
6349,9657,75+ years,Romania,37182938696.0,314000.0,120.7,male,35.03,110.0,2115.0,1996.0
6350,9658,55-74 years,Romania,37182938696.0,2023700.0,120.7,male,30.39,615.0,2115.0,1996.0
6351,9659,25-34 years,Romania,37182938696.0,1629200.0,120.7,male,18.54,302.0,2115.0,1996.0
6352,9660,15-24 years,Romania,37182938696.0,1940800.0,120.7,male,12.06,234.0,2115.0,1996.0
6353,9661,55-74 years,Romania,37182938696.0,2421700.0,120.7,female,8.09,196.0,2115.0,1996.0
6354,9662,75+ years,Romania,37182938696.0,531400.0,120.7,female,7.34,39.0,2115.0,1996.0
6355,9663,35-54 years,Romania,37182938696.0,2926100.0,120.7,female,6.05,177.0,2115.0,1996.0
6356,9664,25-34 years,Romania,37182938696.0,1590500.0,120.7,female,2.64,42.0,2115.0,1996.0
6357,9665,15-24 years,Romania,37182938696.0,1856200.0,120.7,female,1.99,37.0,2115.0,1996.0
6358,9666,5-14 years,Romania,37182938696.0,1677700.0,120.7,male,0.89,15.0,2115.0,1996.0
6359,9667,5-14 years,Romania,37182938696.0,1611700.0,120.7,female,0.12,2.0,2115.0,1996.0
6360,9668,35-54 years,Romania,35838588170.0,2869400.0,110.5,male,36.66,1052.0,2115.0,1997.0
6361,9669,75+ years,Romania,35838588170.0,326700.0,110.5,male,33.36,109.0,2115.0,1997.0
6362,9670,55-74 years,Romania,35838588170.0,2007400.0,110.5,male,30.99,622.0,2115.0,1997.0
6363,9671,25-34 years,Romania,35838588170.0,1659700.0,110.5,male,22.23,369.0,2115.0,1997.0
6364,9672,15-24 years,Romania,35838588170.0,1942100.0,110.5,male,10.66,207.0,2115.0,1997.0
6365,9673,75+ years,Romania,35838588170.0,554700.0,110.5,female,8.29,46.0,2115.0,1997.0
6366,9674,55-74 years,Romania,35838588170.0,2409000.0,110.5,female,7.18,173.0,2115.0,1997.0
6367,9675,35-54 years,Romania,35838588170.0,2924900.0,110.5,female,5.88,172.0,2115.0,1997.0
6368,9676,15-24 years,Romania,35838588170.0,1850300.0,110.5,female,2.59,48.0,2115.0,1997.0
6369,9677,25-34 years,Romania,35838588170.0,1625900.0,110.5,female,2.52,41.0,2115.0,1997.0
6370,9678,5-14 years,Romania,35838588170.0,1631600.0,110.5,male,0.98,16.0,2115.0,1997.0
6371,9679,5-14 years,Romania,35838588170.0,1567300.0,110.5,female,0.26,4.0,2115.0,1997.0
6372,9680,35-54 years,Romania,41976002704.0,2866500.0,152.4,male,37.75,1082.0,2115.0,1998.0
6373,9681,75+ years,Romania,41976002704.0,339700.0,152.4,male,36.8,125.0,2115.0,1998.0
6374,9682,55-74 years,Romania,41976002704.0,1982600.0,152.4,male,31.07,616.0,2115.0,1998.0
6375,9683,25-34 years,Romania,41976002704.0,1706100.0,152.4,male,19.46,332.0,2115.0,1998.0
6376,9684,15-24 years,Romania,41976002704.0,1918800.0,152.4,male,9.17,176.0,2115.0,1998.0
6377,9685,55-74 years,Romania,41976002704.0,2387500.0,152.4,female,7.04,168.0,2115.0,1998.0
6378,9686,75+ years,Romania,41976002704.0,576700.0,152.4,female,6.76,39.0,2115.0,1998.0
6379,9687,35-54 years,Romania,41976002704.0,2927600.0,152.4,female,5.98,175.0,2115.0,1998.0
6380,9688,25-34 years,Romania,41976002704.0,1665800.0,152.4,female,3.12,52.0,2115.0,1998.0
6381,9689,15-24 years,Romania,41976002704.0,1831300.0,152.4,female,2.95,54.0,2115.0,1998.0
6382,9690,5-14 years,Romania,41976002704.0,1600400.0,152.4,male,1.19,19.0,2115.0,1998.0
6383,9691,5-14 years,Romania,41976002704.0,1535400.0,152.4,female,0.0,0.0,2115.0,1998.0
6384,9692,75+ years,Romania,36183003978.0,355100.0,127.7,male,35.2,125.0,2115.0,1999.0
6385,9693,35-54 years,Romania,36183003978.0,2862700.0,127.7,male,33.01,945.0,2115.0,1999.0
6386,9694,55-74 years,Romania,36183003978.0,1960600.0,127.7,male,31.27,613.0,2115.0,1999.0
6387,9695,25-34 years,Romania,36183003978.0,1770400.0,127.7,male,18.19,322.0,2115.0,1999.0
6388,9696,15-24 years,Romania,36183003978.0,1880500.0,127.7,male,10.37,195.0,2115.0,1999.0
6389,9697,75+ years,Romania,36183003978.0,597400.0,127.7,female,8.87,53.0,2115.0,1999.0
6390,9698,55-74 years,Romania,36183003978.0,2369700.0,127.7,female,7.72,183.0,2115.0,1999.0
6391,9699,35-54 years,Romania,36183003978.0,2925700.0,127.7,female,5.57,163.0,2115.0,1999.0
6392,9700,25-34 years,Romania,36183003978.0,1720700.0,127.7,female,2.96,51.0,2115.0,1999.0
6393,9701,15-24 years,Romania,36183003978.0,1800200.0,127.7,female,2.61,47.0,2115.0,1999.0
6394,9702,5-14 years,Romania,36183003978.0,1566000.0,127.7,male,2.23,35.0,2115.0,1999.0
6395,9703,5-14 years,Romania,36183003978.0,1501800.0,127.7,female,0.27,4.0,2115.0,1999.0
6396,9704,35-54 years,Romania,37438527800.0,2865300.0,133.4,male,34.13,978.0,2115.0,2000.0
6397,9705,55-74 years,Romania,37438527800.0,1934900.0,133.4,male,34.01,658.0,2115.0,2000.0
6398,9706,75+ years,Romania,37438527800.0,375100.0,133.4,male,30.39,114.0,2115.0,2000.0
6399,9707,25-34 years,Romania,37438527800.0,1851600.0,133.4,male,19.66,364.0,2115.0,2000.0
6400,9708,75+ years,Romania,37438527800.0,623400.0,133.4,female,10.43,65.0,2115.0,2000.0
6401,9709,15-24 years,Romania,37438527800.0,1846000.0,133.4,male,10.18,188.0,2115.0,2000.0
6402,9710,55-74 years,Romania,37438527800.0,2347300.0,133.4,female,7.28,171.0,2115.0,2000.0
6403,9711,35-54 years,Romania,37438527800.0,2929500.0,133.4,female,6.11,179.0,2115.0,2000.0
6404,9712,25-34 years,Romania,37438527800.0,1792700.0,133.4,female,3.24,58.0,2115.0,2000.0
6405,9713,15-24 years,Romania,37438527800.0,1771300.0,133.4,female,1.81,32.0,2115.0,2000.0
6406,9714,5-14 years,Romania,37438527800.0,1508100.0,133.4,male,1.53,23.0,2115.0,2000.0
6407,9715,5-14 years,Romania,37438527800.0,1445200.0,133.4,female,0.42,6.0,2115.0,2000.0
6408,9716,35-54 years,Romania,40716836998.0,2857051.0,147.5,male,36.51,1043.0,2115.0,2001.0
6409,9717,75+ years,Romania,40716836998.0,396468.0,147.5,male,28.5,113.0,2115.0,2001.0
6410,9718,55-74 years,Romania,40716836998.0,1915525.0,147.5,male,28.19,540.0,2115.0,2001.0
6411,9719,25-34 years,Romania,40716836998.0,1931865.0,147.5,male,19.2,371.0,2115.0,2001.0
6412,9720,15-24 years,Romania,40716836998.0,1809255.0,147.5,male,10.23,185.0,2115.0,2001.0
6413,9721,75+ years,Romania,40716836998.0,653462.0,147.5,female,8.26,54.0,2115.0,2001.0
6414,9722,55-74 years,Romania,40716836998.0,2329886.0,147.5,female,7.64,178.0,2115.0,2001.0
6415,9723,35-54 years,Romania,40716836998.0,2921486.0,147.5,female,4.72,138.0,2115.0,2001.0
6416,9724,25-34 years,Romania,40716836998.0,1868696.0,147.5,female,1.93,36.0,2115.0,2001.0
6417,9725,5-14 years,Romania,40716836998.0,1456471.0,147.5,male,1.79,26.0,2115.0,2001.0
6418,9726,15-24 years,Romania,40716836998.0,1739076.0,147.5,female,1.78,31.0,2115.0,2001.0
6419,9727,5-14 years,Romania,40716836998.0,1393646.0,147.5,female,0.36,5.0,2115.0,2001.0
6420,9728,35-54 years,Romania,46174557556.0,2808780.0,164.9,male,40.52,1138.0,2115.0,2002.0
6421,9729,75+ years,Romania,46174557556.0,404282.0,164.9,male,35.12,142.0,2115.0,2002.0
6422,9730,55-74 years,Romania,46174557556.0,1878420.0,164.9,male,34.66,651.0,2115.0,2002.0
6423,9731,25-34 years,Romania,46174557556.0,1876794.0,164.9,male,19.98,375.0,2115.0,2002.0
6424,9732,15-24 years,Romania,46174557556.0,1739618.0,164.9,male,11.38,198.0,2115.0,2002.0
6425,9733,75+ years,Romania,46174557556.0,669890.0,164.9,female,8.81,59.0,2115.0,2002.0
6426,9734,55-74 years,Romania,46174557556.0,2292484.0,164.9,female,8.16,187.0,2115.0,2002.0
6427,9735,35-54 years,Romania,46174557556.0,2875101.0,164.9,female,6.09,175.0,2115.0,2002.0
6428,9736,25-34 years,Romania,46174557556.0,1810431.0,164.9,female,3.2,58.0,2115.0,2002.0
6429,9737,5-14 years,Romania,46174557556.0,1372601.0,164.9,male,2.55,35.0,2115.0,2002.0
6430,9738,15-24 years,Romania,46174557556.0,1659695.0,164.9,female,2.29,38.0,2115.0,2002.0
6431,9739,5-14 years,Romania,46174557556.0,1312484.0,164.9,female,0.84,11.0,2115.0,2002.0
6432,9740,35-54 years,Romania,59867801205.0,2925320.0,203.1,male,36.54,1069.0,2115.0,2003.0
6433,9741,55-74 years,Romania,59867801205.0,1863111.0,203.1,male,35.53,662.0,2115.0,2003.0
6434,9742,75+ years,Romania,59867801205.0,421121.0,203.1,male,30.16,127.0,2115.0,2003.0
6435,9743,25-34 years,Romania,59867801205.0,1803090.0,203.1,male,19.36,349.0,2115.0,2003.0
6436,9744,15-24 years,Romania,59867801205.0,1733591.0,203.1,male,9.06,157.0,2115.0,2003.0
6437,9745,75+ years,Romania,59867801205.0,692956.0,203.1,female,7.94,55.0,2115.0,2003.0
6438,9746,55-74 years,Romania,59867801205.0,2280751.0,203.1,female,7.72,176.0,2115.0,2003.0
6439,9747,35-54 years,Romania,59867801205.0,2993019.0,203.1,female,6.28,188.0,2115.0,2003.0
6440,9748,15-24 years,Romania,59867801205.0,1654756.0,203.1,female,2.72,45.0,2115.0,2003.0
6441,9749,25-34 years,Romania,59867801205.0,1733161.0,203.1,female,2.08,36.0,2115.0,2003.0
6442,9750,5-14 years,Romania,59867801205.0,1307126.0,203.1,male,1.68,22.0,2115.0,2003.0
6443,9751,5-14 years,Romania,59867801205.0,1248839.0,203.1,female,0.64,8.0,2115.0,2003.0
6444,9752,55-74 years,Romania,76216441462.0,1874080.0,253.7,male,34.47,646.0,2115.0,2004.0
6445,9753,35-54 years,Romania,76216441462.0,2968149.0,253.7,male,33.66,999.0,2115.0,2004.0
6446,9754,75+ years,Romania,76216441462.0,436622.0,253.7,male,29.09,127.0,2115.0,2004.0
6447,9755,25-34 years,Romania,76216441462.0,1778966.0,253.7,male,17.48,311.0,2115.0,2004.0
6448,9756,15-24 years,Romania,76216441462.0,1719930.0,253.7,male,9.65,166.0,2115.0,2004.0
6449,9757,75+ years,Romania,76216441462.0,715640.0,253.7,female,7.69,55.0,2115.0,2004.0
6450,9758,55-74 years,Romania,76216441462.0,2298125.0,253.7,female,7.57,174.0,2115.0,2004.0
6451,9759,35-54 years,Romania,76216441462.0,3030172.0,253.7,female,4.29,130.0,2115.0,2004.0
6452,9760,25-34 years,Romania,76216441462.0,1706579.0,253.7,female,2.87,49.0,2115.0,2004.0
6453,9761,5-14 years,Romania,76216441462.0,1247536.0,253.7,male,2.16,27.0,2115.0,2004.0
6454,9762,15-24 years,Romania,76216441462.0,1644876.0,253.7,female,2.01,33.0,2115.0,2004.0
6455,9763,5-14 years,Romania,76216441462.0,1190092.0,253.7,female,0.25,3.0,2115.0,2004.0
6456,9764,55-74 years,Romania,99697566668.0,1891105.0,331.9,male,31.57,597.0,2115.0,2005.0
6457,9765,35-54 years,Romania,99697566668.0,2989109.0,331.9,male,31.55,943.0,2115.0,2005.0
6458,9766,75+ years,Romania,99697566668.0,453633.0,331.9,male,29.76,135.0,2115.0,2005.0
6459,9767,25-34 years,Romania,99697566668.0,1771497.0,331.9,male,16.31,289.0,2115.0,2005.0
6460,9768,75+ years,Romania,99697566668.0,740695.0,331.9,female,9.59,71.0,2115.0,2005.0
6461,9769,15-24 years,Romania,99697566668.0,1708513.0,331.9,male,8.96,153.0,2115.0,2005.0
6462,9770,55-74 years,Romania,99697566668.0,2321086.0,331.9,female,8.06,187.0,2115.0,2005.0
6463,9771,35-54 years,Romania,99697566668.0,3045324.0,331.9,female,4.79,146.0,2115.0,2005.0
6464,9772,25-34 years,Romania,99697566668.0,1693275.0,331.9,female,2.01,34.0,2115.0,2005.0
6465,9773,15-24 years,Romania,99697566668.0,1636907.0,331.9,female,1.71,28.0,2115.0,2005.0
6466,9774,5-14 years,Romania,99697566668.0,1187823.0,331.9,male,1.35,16.0,2115.0,2005.0
6467,9775,5-14 years,Romania,99697566668.0,1130993.0,331.9,female,0.35,4.0,2115.0,2005.0
6468,9776,55-74 years,Romania,124000000000.0,1905129.0,409.5,male,33.75,643.0,2115.0,2006.0
6469,9777,35-54 years,Romania,124000000000.0,3001835.0,409.5,male,33.18,996.0,2115.0,2006.0
6470,9778,75+ years,Romania,124000000000.0,468341.0,409.5,male,29.04,136.0,2115.0,2006.0
6471,9779,25-34 years,Romania,124000000000.0,1774300.0,409.5,male,16.68,296.0,2115.0,2006.0
6472,9780,15-24 years,Romania,124000000000.0,1661481.0,409.5,male,9.09,151.0,2115.0,2006.0
6473,9781,75+ years,Romania,124000000000.0,764708.0,409.5,female,8.24,63.0,2115.0,2006.0
6474,9782,55-74 years,Romania,124000000000.0,2337396.0,409.5,female,8.04,188.0,2115.0,2006.0
6475,9783,35-54 years,Romania,124000000000.0,3052218.0,409.5,female,5.24,160.0,2115.0,2006.0
6476,9784,25-34 years,Romania,124000000000.0,1693804.0,409.5,female,2.13,36.0,2115.0,2006.0
6477,9785,15-24 years,Romania,124000000000.0,1591081.0,409.5,female,2.07,33.0,2115.0,2006.0
6478,9786,5-14 years,Romania,124000000000.0,1165992.0,409.5,male,1.54,18.0,2115.0,2006.0
6479,9787,5-14 years,Romania,124000000000.0,1110276.0,409.5,female,0.09,1.0,2115.0,2006.0
6480,9788,55-74 years,Romania,176000000000.0,1916195.0,579.2,male,31.1,596.0,2115.0,2007.0
6481,9789,75+ years,Romania,176000000000.0,485821.0,579.2,male,28.41,138.0,2115.0,2007.0
6482,9790,35-54 years,Romania,176000000000.0,3011852.0,579.2,male,28.26,851.0,2115.0,2007.0
6483,9791,25-34 years,Romania,176000000000.0,1769266.0,579.2,male,14.13,250.0,2115.0,2007.0
6484,9792,75+ years,Romania,176000000000.0,791656.0,579.2,female,8.46,67.0,2115.0,2007.0
6485,9793,15-24 years,Romania,176000000000.0,1626508.0,579.2,male,8.36,136.0,2115.0,2007.0
6486,9794,55-74 years,Romania,176000000000.0,2350957.0,579.2,female,6.13,144.0,2115.0,2007.0
6487,9795,35-54 years,Romania,176000000000.0,3054484.0,579.2,female,5.21,159.0,2115.0,2007.0
6488,9796,25-34 years,Romania,176000000000.0,1686938.0,579.2,female,2.67,45.0,2115.0,2007.0
6489,9797,15-24 years,Romania,176000000000.0,1555447.0,579.2,female,1.54,24.0,2115.0,2007.0
6490,9798,5-14 years,Romania,176000000000.0,1141212.0,579.2,male,1.14,13.0,2115.0,2007.0
6491,9799,5-14 years,Romania,176000000000.0,1084690.0,579.2,female,0.65,7.0,2115.0,2007.0
6492,9800,55-74 years,Romania,214000000000.0,1933448.0,689.6,male,31.24,604.0,2115.0,2008.0
6493,9801,75+ years,Romania,214000000000.0,500584.0,689.6,male,31.16,156.0,2115.0,2008.0
6494,9802,35-54 years,Romania,214000000000.0,3015279.0,689.6,male,27.86,840.0,2115.0,2008.0
6495,9803,25-34 years,Romania,214000000000.0,1758439.0,689.6,male,13.36,235.0,2115.0,2008.0
6496,9804,15-24 years,Romania,214000000000.0,1594080.0,689.6,male,10.92,174.0,2115.0,2008.0
6497,9805,75+ years,Romania,214000000000.0,815912.0,689.6,female,7.72,63.0,2115.0,2008.0
6498,9806,55-74 years,Romania,214000000000.0,2371605.0,689.6,female,7.38,175.0,2115.0,2008.0
6499,9807,35-54 years,Romania,214000000000.0,3048866.0,689.6,female,4.36,133.0,2115.0,2008.0
6500,9808,25-34 years,Romania,214000000000.0,1674401.0,689.6,female,2.27,38.0,2115.0,2008.0
