,age,country,country-year,gdp_for_year ($),gdp_per_capita ($),generation,population,salaries,sex,suicides/100k pop,suicides_no,year
22999,5-14 years,Slovakia,Slovakia2010,89501012916.0,17387.0,Generation Z,266794.0,1203.8,female,0.37,1.0,2010.0
23000,75+ years,Slovakia,Slovakia2012,93413992956.0,18256.0,Silent,96276.0,1228.6,male,34.28,33.0,2012.0
23001,55-74 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Boomers,507498.0,1228.6,male,28.37,144.0,2012.0
23002,35-54 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Generation X,782988.0,1228.6,male,26.18,205.0,2012.0
23003,25-34 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Millenials,454459.0,1228.6,male,16.28,74.0,2012.0
23004,15-24 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Millenials,365970.0,1228.6,male,11.2,41.0,2012.0
23005,55-74 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Boomers,617279.0,1228.6,female,5.02,31.0,2012.0
23006,35-54 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Generation X,771132.0,1228.6,female,3.89,30.0,2012.0
23007,75+ years,Slovakia,Slovakia2012,93413992956.0,18256.0,Silent,197258.0,1228.6,female,1.52,3.0,2012.0
23008,25-34 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Millenials,432608.0,1228.6,female,1.16,5.0,2012.0
23009,15-24 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Millenials,350538.0,1228.6,female,0.86,3.0,2012.0
23010,5-14 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Generation Z,277738.0,1228.6,male,0.72,2.0,2012.0
23011,5-14 years,Slovakia,Slovakia2012,93413992956.0,18256.0,Generation Z,263178.0,1228.6,female,0.0,0.0,2012.0
23012,75+ years,Slovakia,Slovakia2013,98478349315.0,19226.0,Silent,97542.0,1296.6,male,39.98,39.0,2013.0
23013,55-74 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Boomers,522244.0,1296.6,male,32.55,170.0,2013.0
23014,35-54 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Generation X,789882.0,1296.6,male,26.08,206.0,2013.0
23015,25-34 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Millenials,447049.0,1296.6,male,17.45,78.0,2013.0
23016,15-24 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Millenials,354722.0,1296.6,male,10.99,39.0,2013.0
23017,55-74 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Boomers,631225.0,1296.6,female,4.28,27.0,2013.0
23018,35-54 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Generation X,775058.0,1296.6,female,4.13,32.0,2013.0
23019,75+ years,Slovakia,Slovakia2013,98478349315.0,19226.0,Silent,199984.0,1296.6,female,3.5,7.0,2013.0
23020,15-24 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Millenials,339096.0,1296.6,female,2.95,10.0,2013.0
23021,25-34 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Millenials,426184.0,1296.6,female,1.64,7.0,2013.0
23022,5-14 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Generation Z,276853.0,1296.6,male,0.36,1.0,2013.0
23023,5-14 years,Slovakia,Slovakia2013,98478349315.0,19226.0,Generation Z,262370.0,1296.6,female,0.0,0.0,2013.0
23024,75+ years,Slovakia,Slovakia2014,101000000000.0,19679.0,Silent,99184.0,1321.0,male,41.34,41.0,2014.0
23025,55-74 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Boomers,535001.0,1321.0,male,30.47,163.0,2014.0
23026,35-54 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Generation X,797994.0,1321.0,male,22.18,177.0,2014.0
23027,25-34 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Millenials,439688.0,1321.0,male,13.65,60.0,2014.0
23028,15-24 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Millenials,342989.0,1321.0,male,8.75,30.0,2014.0
23029,55-74 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Boomers,642640.0,1321.0,female,5.29,34.0,2014.0
23030,75+ years,Slovakia,Slovakia2014,101000000000.0,19679.0,Silent,203433.0,1321.0,female,3.44,7.0,2014.0
23031,25-34 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Millenials,419408.0,1321.0,female,3.1,13.0,2014.0
23032,35-54 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Generation X,780755.0,1321.0,female,3.07,24.0,2014.0
23033,15-24 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Millenials,327505.0,1321.0,female,1.53,5.0,2014.0
23034,5-14 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Generation Z,263111.0,1321.0,female,0.0,0.0,2014.0
23035,5-14 years,Slovakia,Slovakia2014,101000000000.0,19679.0,Generation Z,277978.0,1321.0,male,0.0,0.0,2014.0
23036,75+ years,Slovenia,Slovenia1995,21273055398.0,11291.0,G.I. Generation,25800.0,1076.8,male,104.65,27.0,1995.0
23037,55-74 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Silent,165300.0,1076.8,male,76.23,126.0,1995.0
23038,35-54 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Boomers,287800.0,1076.8,male,60.46,174.0,1995.0
23039,25-34 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Generation X,148100.0,1076.8,male,36.46,54.0,1995.0
23040,15-24 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Generation X,151300.0,1076.8,male,33.71,51.0,1995.0
23041,75+ years,Slovenia,Slovenia1995,21273055398.0,11291.0,G.I. Generation,58600.0,1076.8,female,27.3,16.0,1995.0
23042,55-74 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Silent,215700.0,1076.8,female,21.79,47.0,1995.0
23043,35-54 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Boomers,280800.0,1076.8,female,15.31,43.0,1995.0
23044,25-34 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Generation X,149200.0,1076.8,female,10.72,16.0,1995.0
23045,15-24 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Generation X,144100.0,1076.8,female,4.16,6.0,1995.0
23046,5-14 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Millenials,131800.0,1076.8,male,2.28,3.0,1995.0
23047,5-14 years,Slovenia,Slovenia1995,21273055398.0,11291.0,Millenials,125500.0,1076.8,female,0.8,1.0,1995.0
23048,75+ years,Slovenia,Slovenia1996,21480023017.0,11346.0,G.I. Generation,26100.0,1076.8,male,114.94,30.0,1996.0
23049,55-74 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Silent,165900.0,1076.8,male,92.83,154.0,1996.0
23050,35-54 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Boomers,290500.0,1076.8,male,61.27,178.0,1996.0
23051,25-34 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Generation X,151900.0,1076.8,male,44.77,68.0,1996.0
23052,75+ years,Slovenia,Slovenia1996,21480023017.0,11346.0,G.I. Generation,59800.0,1076.8,female,26.76,16.0,1996.0
23053,55-74 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Silent,216400.0,1076.8,female,23.57,51.0,1996.0
23054,15-24 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Generation X,152900.0,1076.8,male,21.58,33.0,1996.0
23055,35-54 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Boomers,278800.0,1076.8,female,19.37,54.0,1996.0
23056,25-34 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Generation X,149400.0,1076.8,female,6.69,10.0,1996.0
23057,15-24 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Generation X,145000.0,1076.8,female,6.21,9.0,1996.0
23058,5-14 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Millenials,125100.0,1076.8,female,1.6,2.0,1996.0
23059,5-14 years,Slovenia,Slovenia1996,21480023017.0,11346.0,Millenials,131300.0,1076.8,male,1.52,2.0,1996.0
23060,75+ years,Slovenia,Slovenia1997,20749140606.0,11014.0,G.I. Generation,26800.0,1076.8,male,115.67,31.0,1997.0
23061,55-74 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Silent,170200.0,1076.8,male,81.08,138.0,1997.0
23062,35-54 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Boomers,290500.0,1076.8,male,66.09,192.0,1997.0
23063,25-34 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Generation X,145900.0,1076.8,male,47.29,69.0,1997.0
23064,15-24 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Generation X,151500.0,1076.8,male,26.4,40.0,1997.0
23065,75+ years,Slovenia,Slovenia1997,20749140606.0,11014.0,G.I. Generation,62400.0,1076.8,female,25.64,16.0,1997.0
23066,35-54 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Boomers,285000.0,1076.8,female,18.95,54.0,1997.0
23067,55-74 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Silent,217100.0,1076.8,female,16.12,35.0,1997.0
23068,25-34 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Generation X,146300.0,1076.8,female,6.15,9.0,1997.0
23069,15-24 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Generation X,144100.0,1076.8,female,3.47,5.0,1997.0
23070,5-14 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Millenials,125000.0,1076.8,male,2.4,3.0,1997.0
23071,5-14 years,Slovenia,Slovenia1997,20749140606.0,11014.0,Millenials,119100.0,1076.8,female,0.84,1.0,1997.0
23072,75+ years,Slovenia,Slovenia1998,22125435372.0,11767.0,G.I. Generation,27800.0,1076.8,male,104.32,29.0,1998.0
23073,55-74 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Silent,172800.0,1076.8,male,78.7,136.0,1998.0
23074,35-54 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Boomers,291100.0,1076.8,male,68.7,200.0,1998.0
23075,15-24 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Generation X,150100.0,1076.8,male,39.31,59.0,1998.0
23076,25-34 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Generation X,144900.0,1076.8,male,33.82,49.0,1998.0
23077,75+ years,Slovenia,Slovenia1998,22125435372.0,11767.0,G.I. Generation,65300.0,1076.8,female,29.1,19.0,1998.0
23078,55-74 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Silent,217500.0,1076.8,female,19.31,42.0,1998.0
23079,35-54 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Boomers,286600.0,1076.8,female,14.65,42.0,1998.0
23080,25-34 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Generation X,144800.0,1076.8,female,12.43,18.0,1998.0
23081,15-24 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Generation X,143000.0,1076.8,female,9.09,13.0,1998.0
23082,5-14 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Millenials,121200.0,1076.8,male,3.3,4.0,1998.0
23083,5-14 years,Slovenia,Slovenia1998,22125435372.0,11767.0,Millenials,115200.0,1076.8,female,0.87,1.0,1998.0
23084,75+ years,Slovenia,Slovenia1999,22689994990.0,12041.0,G.I. Generation,28800.0,1076.8,male,107.64,31.0,1999.0
23085,55-74 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Silent,176200.0,1076.8,male,76.62,135.0,1999.0
23086,35-54 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Boomers,293300.0,1076.8,male,62.73,184.0,1999.0
23087,25-34 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Generation X,144800.0,1076.8,male,44.2,64.0,1999.0
23088,55-74 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Silent,218200.0,1076.8,female,24.75,54.0,1999.0
23089,15-24 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Generation X,149200.0,1076.8,male,23.46,35.0,1999.0
23090,75+ years,Slovenia,Slovenia1999,22689994990.0,12041.0,G.I. Generation,68600.0,1076.8,female,18.95,13.0,1999.0
23091,35-54 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Boomers,289200.0,1076.8,female,16.94,49.0,1999.0
23092,25-34 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Generation X,144100.0,1076.8,female,7.63,11.0,1999.0
23093,15-24 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Generation X,142100.0,1076.8,female,7.04,10.0,1999.0
23094,5-14 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Millenials,117800.0,1076.8,male,3.4,4.0,1999.0
23095,5-14 years,Slovenia,Slovenia1999,22689994990.0,12041.0,Millenials,112100.0,1076.8,female,0.0,0.0,1999.0
23096,75+ years,Slovenia,Slovenia2000,20342201356.0,10783.0,G.I. Generation,29760.0,1076.8,male,120.97,36.0,2000.0
23097,55-74 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Silent,176802.0,1076.8,male,73.53,130.0,2000.0
23098,35-54 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Boomers,297696.0,1076.8,male,60.46,180.0,2000.0
23099,25-34 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Generation X,144619.0,1076.8,male,36.65,53.0,2000.0
23100,55-74 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Silent,216222.0,1076.8,female,29.6,64.0,2000.0
23101,75+ years,Slovenia,Slovenia2000,20342201356.0,10783.0,G.I. Generation,71649.0,1076.8,female,26.52,19.0,2000.0
23102,15-24 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Generation X,147767.0,1076.8,male,22.33,33.0,2000.0
23103,35-54 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Boomers,294792.0,1076.8,female,16.28,48.0,2000.0
23104,15-24 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Generation X,140949.0,1076.8,female,9.22,13.0,2000.0
23105,25-34 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Generation X,143055.0,1076.8,female,7.69,11.0,2000.0
23106,5-14 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Millenials,114436.0,1076.8,male,0.87,1.0,2000.0
23107,5-14 years,Slovenia,Slovenia2000,20342201356.0,10783.0,Millenials,108736.0,1076.8,female,0.0,0.0,2000.0
23108,75+ years,Slovenia,Slovenia2001,20875387068.0,10979.0,Silent,31096.0,1076.8,male,144.71,45.0,2001.0
23109,55-74 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Silent,174548.0,1076.8,male,76.77,134.0,2001.0
23110,35-54 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Boomers,311844.0,1076.8,male,56.76,177.0,2001.0
23111,25-34 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Generation X,150012.0,1076.8,male,43.33,65.0,2001.0
23112,75+ years,Slovenia,Slovenia2001,20875387068.0,10979.0,Silent,75594.0,1076.8,female,30.43,23.0,2001.0
23113,15-24 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Millenials,146961.0,1076.8,male,24.5,36.0,2001.0
23114,55-74 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Silent,211919.0,1076.8,female,20.29,43.0,2001.0
23115,35-54 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Boomers,297875.0,1076.8,female,13.43,40.0,2001.0
23116,15-24 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Millenials,138713.0,1076.8,female,7.21,10.0,2001.0
23117,25-34 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Generation X,143357.0,1076.8,female,4.19,6.0,2001.0
23118,5-14 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Millenials,112524.0,1076.8,male,1.78,2.0,2001.0
23119,5-14 years,Slovenia,Slovenia2001,20875387068.0,10979.0,Millenials,106887.0,1076.8,female,0.0,0.0,2001.0
23120,75+ years,Slovenia,Slovenia2002,23563576758.0,12362.0,Silent,32799.0,1076.8,male,106.71,35.0,2002.0
23121,55-74 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Silent,178262.0,1076.8,male,76.29,136.0,2002.0
23122,35-54 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Boomers,314479.0,1076.8,male,60.74,191.0,2002.0
23123,25-34 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Generation X,150164.0,1076.8,male,30.63,46.0,2002.0
23124,75+ years,Slovenia,Slovenia2002,23563576758.0,12362.0,Silent,79266.0,1076.8,female,23.97,19.0,2002.0
23125,15-24 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Millenials,144651.0,1076.8,male,17.28,25.0,2002.0
23126,55-74 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Silent,213137.0,1076.8,female,15.95,34.0,2002.0
23127,35-54 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Boomers,300471.0,1076.8,female,13.98,42.0,2002.0
23128,25-34 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Generation X,142886.0,1076.8,female,5.6,8.0,2002.0
23129,15-24 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Millenials,136783.0,1076.8,female,2.19,3.0,2002.0
23130,5-14 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Millenials,103743.0,1076.8,female,0.96,1.0,2002.0
23131,5-14 years,Slovenia,Slovenia2002,23563576758.0,12362.0,Millenials,109483.0,1076.8,male,0.0,0.0,2002.0
23132,75+ years,Slovenia,Slovenia2003,29697448108.0,15568.0,Silent,34740.0,1383.9,male,115.14,40.0,2003.0
23133,55-74 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Silent,181492.0,1383.9,male,73.83,134.0,2003.0
23134,35-54 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Boomers,315456.0,1383.9,male,58.33,184.0,2003.0
23135,25-34 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Generation X,151181.0,1383.9,male,30.43,46.0,2003.0
23136,75+ years,Slovenia,Slovenia2003,29697448108.0,15568.0,Silent,82323.0,1383.9,female,27.94,23.0,2003.0
23137,15-24 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Millenials,142836.0,1383.9,male,24.5,35.0,2003.0
23138,55-74 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Silent,214044.0,1383.9,female,21.96,47.0,2003.0
23139,35-54 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Boomers,302356.0,1383.9,female,11.91,36.0,2003.0
23140,15-24 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Millenials,135063.0,1383.9,female,6.66,9.0,2003.0
23141,25-34 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Generation X,142434.0,1383.9,female,4.91,7.0,2003.0
23142,5-14 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Millenials,105663.0,1383.9,male,0.95,1.0,2003.0
23143,5-14 years,Slovenia,Slovenia2003,29697448108.0,15568.0,Millenials,100001.0,1383.9,female,0.0,0.0,2003.0
23144,55-74 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Silent,184906.0,1644.6,male,64.36,119.0,2004.0
23145,75+ years,Slovenia,Slovenia2004,34470227454.0,18067.0,Silent,36793.0,1644.6,male,51.64,19.0,2004.0
23146,35-54 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Boomers,315288.0,1644.6,male,51.38,162.0,2004.0
23147,75+ years,Slovenia,Slovenia2004,34470227454.0,18067.0,Silent,85655.0,1644.6,female,26.85,23.0,2004.0
23148,25-34 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Generation X,152360.0,1644.6,male,24.94,38.0,2004.0
23149,55-74 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Silent,215493.0,1644.6,female,23.2,50.0,2004.0
23150,15-24 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Millenials,139197.0,1644.6,male,21.55,30.0,2004.0
23151,35-54 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Boomers,302844.0,1644.6,female,15.19,46.0,2004.0
23152,15-24 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Millenials,132163.0,1644.6,female,9.08,12.0,2004.0
23153,25-34 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Generation X,143419.0,1644.6,female,6.28,9.0,2004.0
23154,5-14 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Millenials,97051.0,1644.6,female,2.06,2.0,2004.0
23155,5-14 years,Slovenia,Slovenia2004,34470227454.0,18067.0,Millenials,102693.0,1644.6,male,1.95,2.0,2004.0
23156,75+ years,Slovenia,Slovenia2005,36346974008.0,19012.0,Silent,39044.0,1744.6,male,110.13,43.0,2005.0
23157,55-74 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Silent,189607.0,1744.6,male,56.96,108.0,2005.0
23158,35-54 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Boomers,314730.0,1744.6,male,48.3,152.0,2005.0
23159,25-34 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Generation X,154354.0,1744.6,male,38.22,59.0,2005.0
23160,15-24 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Millenials,135934.0,1744.6,male,21.33,29.0,2005.0
23161,75+ years,Slovenia,Slovenia2005,36346974008.0,19012.0,Silent,88774.0,1744.6,female,20.28,18.0,2005.0
23162,55-74 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Silent,217991.0,1744.6,female,20.18,44.0,2005.0
23163,35-54 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Boomers,302228.0,1744.6,female,12.24,37.0,2005.0
23164,25-34 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Generation X,144701.0,1744.6,female,4.84,7.0,2005.0
23165,15-24 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Millenials,128929.0,1744.6,female,3.88,5.0,2005.0
23166,5-14 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Millenials,94970.0,1744.6,female,1.05,1.0,2005.0
23167,5-14 years,Slovenia,Slovenia2005,36346974008.0,19012.0,Millenials,100555.0,1744.6,male,0.0,0.0,2005.0
23168,75+ years,Slovenia,Slovenia2006,39587732029.0,20634.0,Silent,41789.0,1860.5,male,114.86,48.0,2006.0
23169,55-74 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Silent,194970.0,1860.5,male,72.83,142.0,2006.0
23170,35-54 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Boomers,313755.0,1860.5,male,50.68,159.0,2006.0
23171,25-34 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Generation X,157003.0,1860.5,male,28.66,45.0,2006.0
23172,75+ years,Slovenia,Slovenia2006,39587732029.0,20634.0,Silent,92452.0,1860.5,female,22.71,21.0,2006.0
23173,55-74 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Silent,220693.0,1860.5,female,20.39,45.0,2006.0
23174,15-24 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Millenials,133542.0,1860.5,male,15.73,21.0,2006.0
23175,35-54 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Boomers,301024.0,1860.5,female,10.96,33.0,2006.0
23176,15-24 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Millenials,125724.0,1860.5,female,5.57,7.0,2006.0
23177,25-34 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Generation X,146103.0,1860.5,female,5.48,8.0,2006.0
23178,5-14 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Millenials,92937.0,1860.5,female,0.0,0.0,2006.0
23179,5-14 years,Slovenia,Slovenia2006,39587732029.0,20634.0,Millenials,98578.0,1860.5,male,0.0,0.0,2006.0
23180,75+ years,Slovenia,Slovenia2007,48114688201.0,24964.0,Silent,44241.0,2160.4,male,101.72,45.0,2007.0
23181,55-74 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Silent,199979.0,2160.4,male,56.01,112.0,2007.0
23182,35-54 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Boomers,315897.0,2160.4,male,38.3,121.0,2007.0
23183,25-34 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Generation X,159609.0,2160.4,male,26.31,42.0,2007.0
23184,75+ years,Slovenia,Slovenia2007,48114688201.0,24964.0,Silent,95826.0,2160.4,female,21.91,21.0,2007.0
23185,55-74 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Silent,223540.0,2160.4,female,13.87,31.0,2007.0
23186,15-24 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Millenials,130849.0,2160.4,male,11.46,15.0,2007.0
23187,35-54 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Boomers,300437.0,2160.4,female,10.65,32.0,2007.0
23188,15-24 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Millenials,121715.0,2160.4,female,5.75,7.0,2007.0
23189,25-34 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Generation X,146261.0,2160.4,female,5.47,8.0,2007.0
23190,5-14 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Generation Z,91679.0,2160.4,female,0.0,0.0,2007.0
23191,5-14 years,Slovenia,Slovenia2007,48114688201.0,24964.0,Generation Z,97299.0,2160.4,male,0.0,0.0,2007.0
23192,75+ years,Slovenia,Slovenia2008,55589849128.0,28599.0,Silent,46547.0,2485.2,male,88.08,41.0,2008.0
23193,55-74 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Silent,206257.0,2485.2,male,46.54,96.0,2008.0
23194,35-54 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Boomers,319105.0,2485.2,male,38.86,124.0,2008.0
23195,15-24 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Millenials,131046.0,2485.2,male,21.37,28.0,2008.0
23196,25-34 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Generation X,164191.0,2485.2,male,21.32,35.0,2008.0
23197,75+ years,Slovenia,Slovenia2008,55589849128.0,28599.0,Silent,99156.0,2485.2,female,17.14,17.0,2008.0
23198,55-74 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Silent,226771.0,2485.2,female,14.11,32.0,2008.0
23199,35-54 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Boomers,299486.0,2485.2,female,8.35,25.0,2008.0
23200,25-34 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Generation X,146036.0,2485.2,female,4.79,7.0,2008.0
23201,15-24 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Millenials,118493.0,2485.2,female,2.53,3.0,2008.0
23202,5-14 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Generation Z,90499.0,2485.2,female,0.0,0.0,2008.0
23203,5-14 years,Slovenia,Slovenia2008,55589849128.0,28599.0,Generation Z,96171.0,2485.2,male,0.0,0.0,2008.0
23204,75+ years,Slovenia,Slovenia2009,50244793832.0,25872.0,Silent,48622.0,2400.0,male,78.15,38.0,2009.0
23205,55-74 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Silent,211765.0,2400.0,male,55.25,117.0,2009.0
23206,35-54 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Boomers,316752.0,2400.0,male,42.3,134.0,2009.0
23207,25-34 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Generation X,162292.0,2400.0,male,26.5,43.0,2009.0
23208,75+ years,Slovenia,Slovenia2009,50244793832.0,25872.0,Silent,101714.0,2400.0,female,20.65,21.0,2009.0
23209,55-74 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Silent,230162.0,2400.0,female,16.51,38.0,2009.0
23210,15-24 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Millenials,125503.0,2400.0,male,14.34,18.0,2009.0
23211,35-54 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Boomers,298902.0,2400.0,female,11.04,33.0,2009.0
23212,15-24 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Millenials,115384.0,2400.0,female,2.6,3.0,2009.0
23213,25-34 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Generation X,145730.0,2400.0,female,1.37,2.0,2009.0
